,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Raw PDF,quarter(10yrs),ScripCode,Revenue,Financing Profit,Financing Margin %,Gross NPA %,Net NPA %
0,136492,114487,22005,16%,-386,6064,6332,9223,29%,6546,9.39,,Mar 2020,500325,,,,,
1,88253,71378,16875,19%,9676,6735,6308,13508,2%,13248,20.87,,Jun 2020,500325,,,,,
2,111236,92291,18945,17%,4354,6084,6626,10589,-0%,10602,15.09,,Sep 2020,500325,,,,,
3,117860,96294,21566,18%,4407,4326,6665,14982,1%,14894,20.67,,Dec 2020,500325,,,,,
4,149575,126224,23351,16%,4048,4044,6973,16382,8%,14995,20.86,,Mar 2021,500325,,,,,
5,139949,116618,23331,17%,4219,3397,6883,17270,20%,13806,19.36,,Jun 2021,500325,,,,,
6,167611,141591,26020,16%,4263,3819,7230,19234,20%,15479,21.58,,Sep 2021,500325,,,,,
7,185027,155321,29706,16%,7016,3812,7683,25227,19%,20539,27.42,,Dec 2021,500325,,,,,
8,207375,176009,31366,15%,2602,3556,8001,22411,20%,18021,23.95,,Mar 2022,500325,,,,,
9,219304,181372,37932,17%,2247,3997,8946,27236,29%,19443,26.54,,Jun 2022,500325,,,,,
10,230055,198906,31149,14%,3514,4554,9730,20379,24%,15512,20.19,,Sep 2022,500325,,,,,
11,217164,181917,35247,16%,3213,5201,10187,23072,23%,17806,23.34,,Dec 2022,500325,,,,,
12,212945,174505,38440,18%,2949,5819,11456,24114,12%,21327,28.53,,Mar 2023,500325,,,,,
13,39946,28970,10976,27%,738,251,951,10512,23%,8093,21.45,,Mar 2020,532540,,,,,
14,38322,28298,10024,26%,598,142,976,9504,26%,7049,18.68,,Jun 2020,532540,,,,,
15,40135,28622,11513,29%,-304,174,998,10037,25%,7504,19.92,,Sep 2020,532540,,,,,
16,42015,29807,12208,29%,691,183,1024,11692,25%,8727,23.19,,Dec 2020,532540,,,,,
17,43705,30904,12801,29%,931,138,1067,12527,26%,9282,25.00,,Mar 2021,532540,,,,,
18,45411,32748,12663,28%,721,146,1075,12163,26%,9031,24.35,,Jun 2021,532540,,,,,
19,46867,33751,13116,28%,1111,142,1116,12969,26%,9653,26.02,,Sep 2021,532540,,,,,
20,48885,35452,13433,27%,1205,251,1196,13191,26%,9806,26.41,,Dec 2021,532540,,,,,
21,50591,36746,13845,27%,981,245,1217,13364,25%,9959,27.13,,Mar 2022,532540,,,,,
22,52758,39342,13416,25%,789,199,1230,12776,25%,9519,25.90,,Jun 2022,532540,,,,,
23,55309,40793,14516,26%,965,148,1237,14096,26%,10465,28.51,,Sep 2022,532540,,,,,
24,58229,42676,15553,27%,520,160,1269,14644,26%,10883,29.64,,Dec 2022,532540,,,,,
25,59162,43388,15774,27%,1175,272,1286,15391,26%,11436,31.13,,Mar 2023,532540,,,,,
26,,13077,,,6492,15529,0,9682,25%,7297,13.28,,Mar 2020,500180,31795,3190,10%,,
27,,11751,,,4347,15608,0,9340,26%,6941,12.62,,Jun 2020,500180,32352,4993,15%,,
28,,13028,,,6696,15033,0,10378,26%,7711,14.00,,Sep 2020,500180,31742,3682,12%,,
29,,13503,,,7987,14523,0,11813,26%,8760,15.92,,Dec 2020,500180,31852,3826,12%,,
30,,15561,,,8303,14083,0,11266,25%,8444,15.30,,Mar 2021,500180,32607,2963,9%,,
31,,14073,,,6680,14218,0,10642,25%,7940,14.33,,Jun 2021,500180,32254,3962,12%,,
32,,14698,,,7916,14415,0,12324,26%,9120,16.43,,Sep 2021,500180,33520,4408,13%,,
33,,14423,,,8777,14724,0,14218,25%,10616,19.11,,Dec 2021,500180,34588,5441,16%,,
34,,15044,,,8386,15227,0,13690,23%,10475,18.83,,Mar 2022,500180,35574,5304,15%,,
35,,15021,,,6929,16358,0,12823,25%,9617,17.25,,Jun 2022,500180,37274,5895,16%,,
36,,15915,,,8252,18311,0,14956,25%,11163,19.97,,Sep 2022,500180,40930,6704,16%,,
37,,16682,,,9121,20505,0,16936,25%,12735,22.77,,Dec 2022,500180,45002,7815,17%,,
38,,17770,,,9610,22606,0,16783,25%,12634,22.57,,Mar 2023,500180,47548,7172,15%,,
39,,27119,,,18381,11025,0,1977,18%,1613,1.93,,Mar 2020,532174,21741,-16403,-75%,2.02%,0.90%
40,,22005,,,15517,11347,0,4587,22%,3587,4.81,,Jun 2020,532174,22423,-10929,-49%,2.04%,0.75%
41,,21504,,,17095,10945,0,6873,21%,5426,7.08,,Sep 2020,532174,22226,-10222,-46%,,
42,,22484,,,18241,10412,0,7558,20%,6020,7.96,,Dec 2020,532174,22214,-10683,-48%,,
43,,26656,,,21322,9955,0,7010,24%,5331,7.07,,Mar 2021,532174,22300,-14311,-64%,,
44,,18842,,,12737,10068,0,6443,26%,4919,6.88,,Jun 2021,532174,22615,-6294,-28%,,
45,,21041,,,16261,10093,0,8606,24%,6571,8.78,,Sep 2021,532174,23478,-7656,-33%,,
46,,20470,,,15745,10372,0,9216,24%,6960,9.41,,Dec 2021,532174,24314,-6528,-27%,,
47,,21775,,,18013,10634,0,10604,24%,8089,11.11,,Mar 2022,532174,24999,-7410,-30%,,
48,,18137,,,13271,11089,0,10203,25%,7698,10.62,,Jun 2022,532174,26159,-3068,-12%,,
49,,22336,,,16634,11997,0,11151,25%,8361,11.49,,Sep 2022,532174,28850,-5483,-19%,,
50,,22946,,,16470,12978,0,12165,25%,9166,12.60,,Dec 2022,532174,31619,-4305,-14%,,
51,,25959,,,19735,14479,0,13735,25%,10236,14.11,,Mar 2023,532174,34439,-6000,-17%,,
52,9211,7119,2092,23%,205,30,271,1996,24%,1512,7.00,,Mar 2020,500696,,,,,
53,10731,8036,2695,25%,35,31,257,2442,22%,1897,8.08,,Jun 2020,500696,,,,,
54,11683,8758,2925,25%,10,31,265,2639,25%,1974,8.40,,Sep 2020,500696,,,,,
55,12181,9218,2963,24%,3,44,286,2636,26%,1938,8.24,,Dec 2020,500696,,,,,
56,12433,9391,3042,24%,123,11,266,2888,24%,2190,9.30,,Mar 2021,500696,,,,,
57,12194,9273,2921,24%,39,13,260,2687,22%,2100,8.92,,Jun 2021,500696,,,,,
58,13046,9820,3226,25%,51,28,281,2968,26%,2185,9.28,,Sep 2021,500696,,,,,
59,13439,10030,3409,25%,-7,27,272,3103,26%,2300,9.78,,Dec 2021,500696,,,,,
60,13767,10466,3301,24%,136,38,278,3121,26%,2307,9.81,,Mar 2022,500696,,,,,
61,14624,11222,3402,23%,121,28,281,3214,26%,2391,10.13,,Jun 2022,500696,,,,,
62,15144,11665,3479,23%,80,28,272,3259,18%,2670,11.34,,Sep 2022,500696,,,,,
63,15597,11903,3694,24%,7,29,293,3379,27%,2481,10.53,,Dec 2022,500696,,,,,
64,15215,11642,3573,23%,239,29,291,3492,26%,2601,11.07,,Mar 2023,500696,,,,,
65,23267,17591,5676,24%,614,45,749,5496,21%,4335,10.15,,Mar 2020,500209,,,,,
66,23665,17544,6121,26%,475,48,756,5792,26%,4272,9.94,,Jun 2020,500209,,,,,
67,24570,17487,7083,29%,570,48,855,6750,28%,4858,11.37,,Sep 2020,500209,,,,,
68,25927,18512,7415,29%,611,49,826,7151,27%,5215,12.20,,Dec 2020,500209,,,,,
69,26311,19040,7271,28%,545,50,831,6935,27%,5078,11.91,,Mar 2021,500209,,,,,
70,27896,20464,7432,27%,622,49,829,7176,28%,5201,12.20,,Jun 2021,500209,,,,,
71,29602,21771,7831,26%,524,48,859,7448,27%,5428,12.89,,Sep 2021,500209,,,,,
72,31867,23484,8383,26%,512,53,899,7943,27%,5822,13.81,,Dec 2021,500209,,,,,
73,32276,24430,7846,24%,637,50,890,7543,24%,5695,13.52,,Mar 2022,500209,,,,,
74,34470,26606,7864,23%,676,56,950,7534,29%,5362,12.74,,Jun 2022,500209,,,,,
75,36538,27636,8902,24%,584,66,1029,8391,28%,6026,14.31,,Sep 2022,500209,,,,,
76,38318,28951,9367,24%,769,80,1125,8931,26%,6586,15.70,,Dec 2022,500209,,,,,
77,37441,28443,8998,24%,671,82,1121,8466,28%,6134,14.77,,Mar 2023,500209,,,,,
78,11782,7279,4504,38%,668,15,413,4743,17%,3927,3.14,,Mar 2020,500875,,,,,
79,10478,7533,2946,28%,925,16,419,3436,25%,2563,2.04,,Jun 2020,500875,,,,,
80,12077,7676,4401,36%,582,13,405,4565,25%,3413,2.74,,Sep 2020,500875,,,,,
81,13080,8295,4785,37%,546,13,413,4905,27%,3587,2.87,,Dec 2020,500875,,,,,
82,14342,9471,4871,34%,579,3,409,5039,24%,3820,3.05,,Mar 2021,500875,,,,,
83,13247,8804,4444,34%,447,9,414,4467,25%,3344,2.66,,Jun 2021,500875,,,,,
84,13757,8740,5018,36%,469,10,422,5055,26%,3766,3.01,,Sep 2021,500875,,,,,
85,17108,11510,5598,33%,422,10,430,5580,26%,4127,3.29,,Dec 2021,500875,,,,,
86,16556,10956,5599,34%,499,11,467,5620,24%,4266,3.40,,Mar 2022,500875,,,,,
87,18489,12412,6077,33%,321,9,438,5950,25%,4472,3.56,,Jun 2022,500875,,,,,
88,17108,10849,6259,37%,455,13,462,6239,25%,4682,3.73,,Sep 2022,500875,,,,,
89,17705,11000,6705,38%,595,9,447,6844,26%,5080,4.03,,Dec 2022,500875,,,,,
90,17635,11011,6624,38%,683,12,461,6833,24%,5243,4.16,,Mar 2023,500875,,,,,
91,,50113,,,30934,40392,0,6304,28%,7273,7.74,,Mar 2020,500112,65875,-24630,-37%,6.07%,2.20%
92,,41838,,,19412,40301,0,7212,28%,5267,5.35,,Jun 2020,500112,69940,-12199,-17%,5.36%,1.83%
93,,49043,,,25330,39023,0,7307,26%,5511,5.88,,Sep 2020,500112,70043,-18024,-26%,,
94,,50270,,,27082,38297,0,8615,26%,6614,7.01,,Dec 2020,500112,70100,-18467,-26%,,
95,,55380,,,35398,38389,0,9661,25%,6495,6.86,,Mar 2021,500112,68033,-25737,-38%,,
96,,44698,,,24307,38249,0,10320,27%,7703,8.27,,Jun 2021,500112,68960,-13987,-20%,,
97,,42676,,,20696,38638,0,12411,26%,9342,9.96,,Sep 2021,500112,73029,-8285,-11%,,
98,,52015,,,31152,39363,0,13150,26%,9948,10.71,,Dec 2021,500112,73376,-18002,-25%,,
99,,54233,,,33427,39944,0,13858,28%,10191,10.70,,Mar 2022,500112,74608,-19569,-26%,,
100,,42328,,,17743,41931,0,10265,27%,7796,8.21,,Jun 2022,500112,76781,-7478,-10%,,
101,,49208,,,30320,45232,0,20342,26%,15297,16.53,,Sep 2022,500112,84463,-9977,-12%,,
102,,56498,,,35701,49366,0,21355,27%,15888,17.34,,Dec 2022,500112,91518,-14346,-16%,,
103,,59965,,,38769,53451,0,23436,22%,18769,20.27,,Mar 2023,500112,98083,-15334,-16%,,
104,,5414,,,1650,7800,84,4951,12%,4342,23.76,,Mar 2020,500010,16600,3386,20%,,
105,,18715,,,1607,7942,86,4816,16%,4059,20.83,,Jun 2020,500010,29954,3296,11%,,
106,,22219,,,1650,7518,89,5906,15%,5035,25.61,,Sep 2020,500010,34083,4346,13%,,
107,,27172,,,1769,6954,91,6811,16%,5724,28.76,,Dec 2020,500010,39259,5133,13%,,
108,,24212,,,1933,6666,89,6704,15%,5669,29.66,,Mar 2021,500010,35738,4860,14%,,
109,,19875,,,1891,6624,87,6295,16%,5311,27.92,,Jun 2021,500010,30991,4492,14%,,
110,,27228,,,2189,6684,88,6779,16%,5670,29.08,,Sep 2021,500010,38591,4679,12%,,
111,,19562,,,2470,6995,90,7121,13%,6169,32.23,,Dec 2021,500010,31298,4740,15%,,
112,,22373,,,2461,6925,153,8056,14%,6892,35.62,,Mar 2022,500010,35047,5748,16%,,
113,,10997,,,2195,7688,150,6544,15%,5574,29.26,,Jun 2022,500010,23183,4499,19%,,
114,,29749,,,2965,8762,150,8221,14%,7043,36.06,,Sep 2022,500010,43917,5406,12%,,
115,,26127,,,3064,9932,152,8061,12%,7078,36.54,,Dec 2022,500010,41206,5148,12%,,
116,,27719,,,2999,10464,146,9305,14%,8005,41.56,,Mar 2023,500010,44634,6451,14%,,
117,23019,13526,9493,41%,-5614,4147,6862,-7129,30%,-4977,-8.96,,Mar 2020,532454,,,,,
118,23939,13531,10408,43%,-11099,3456,7227,-11374,-34%,-15191,-27.26,,Jun 2020,532454,,,,,
119,25060,14283,10777,43%,680,3791,7286,380,109%,-34,-1.31,,Sep 2020,532454,,,,,
120,26518,14685,11832,45%,5299,3972,7503,5657,76%,1350,1.46,,Dec 2020,532454,,,,,
121,25747,13415,12332,48%,1052,3861,7502,2021,25%,1511,1.29,,Mar 2021,532454,,,,,
122,26854,13873,12980,48%,735,4226,7714,1776,47%,941,0.48,,Jun 2021,532454,,,,,
123,28326,14516,13810,49%,1430,3964,8247,3029,34%,1998,1.93,,Sep 2021,532454,,,,,
124,29867,15164,14703,49%,853,4367,8547,2642,38%,1651,1.41,,Dec 2021,532454,,,,,
125,31500,15460,16040,51%,1638,4059,8583,5037,26%,3715,3.41,,Mar 2022,532454,,,,,
126,32805,16275,16529,50%,355,4511,8781,3592,31%,2469,2.73,,Jun 2022,532454,,,,,
127,34527,16933,17594,51%,559,4940,8947,4265,30%,2979,3.86,,Sep 2022,532454,,,,,
128,35804,17720,18085,51%,-412,4686,9298,3689,29%,2614,2.85,,Dec 2022,532454,,,,,
129,36009,17312,18697,52%,886,5163,9406,5014,16%,4226,5.39,,Mar 2023,532454,,,,,
130,,3320,,,4,2547,85,1278,26%,948,15.76,,Mar 2020,500034,7227,1359,19%,1.61%,0.65%
131,,2758,,,2,2498,84,1310,27%,962,15.99,,Jun 2020,500034,6648,1392,21%,1.40%,0.50%
132,,2785,,,7,2358,72,1305,26%,965,16.01,,Sep 2020,500034,6513,1370,21%,1.03%,0.37%
133,,2662,,,2,2363,80,1555,26%,1146,19.02,,Dec 2020,500034,6656,1632,25%,0.55%,0.19%
134,,2747,,,4,2196,90,1823,26%,1347,22.35,,Mar 2021,500034,6851,1908,28%,1.79%,0.75%
135,,3035,,,1,2254,89,1366,27%,1002,16.61,,Jun 2021,500034,6742,1454,22%,2.96%,1.46%
136,,3236,,,1,2398,95,2004,26%,1481,24.54,,Sep 2021,500034,7731,2098,27%,2.45%,1.10%
137,,3040,,,2,2535,97,2868,26%,2125,35.21,,Dec 2021,500034,8537,2962,35%,1.73%,0.78%
138,,2691,,,3,2568,104,3265,26%,2420,39.96,,Mar 2022,500034,8626,3367,39%,1.60%,0.68%
139,,3023,,,2,2645,111,3503,26%,2596,42.88,,Jun 2022,500034,9281,3612,39%,1.25%,0.51%
140,,3128,,,2,2971,121,3752,26%,2781,45.93,,Sep 2022,500034,9970,3871,39%,1.17%,0.44%
141,,3305,,,2,3351,119,4012,26%,2973,49.11,,Dec 2022,500034,10784,4129,38%,1.14%,0.41%
142,,3378,,,5,3592,134,4261,26%,3158,52.16,,Mar 2023,500034,11360,4390,39%,0.94%,0.34%
143,,5492,,,3651,3801,117,2674,27%,1905,9.96,,Mar 2020,500247,8434,-859,-10%,2.16%,0.70%
144,,6260,,,3901,3628,0,2435,24%,1853,9.36,,Jun 2020,500247,8422,-1466,-17%,2.67%,0.89%
145,,6348,,,5236,3286,0,3914,25%,2947,14.89,,Sep 2020,500247,8313,-1321,-16%,2.55%,0.70%
146,,8096,,,6537,3120,0,3455,25%,2602,13.14,,Dec 2020,500247,8134,-3082,-38%,2.25%,0.53%
147,,9429,,,7773,2933,0,3364,24%,2589,13.07,,Mar 2021,500247,7952,-4410,-55%,3.22%,1.23%
148,,7202,,,4529,2851,0,2519,29%,1806,9.11,,Jun 2021,500247,8043,-2009,-25%,3.58%,1.34%
149,,8532,,,7110,2880,0,3931,25%,2989,15.07,,Sep 2021,500247,8233,-3179,-39%,3.16%,1.09%
150,,6839,,,5543,2919,0,4411,24%,3403,17.15,,Dec 2021,500247,8626,-1132,-13%,2.75%,0.87%
151,,8555,,,7838,2904,131,5087,24%,3892,19.61,,Mar 2022,500247,8838,-2620,-30%,2.37%,0.71%
152,,4969,,,2495,3004,0,3686,26%,2755,13.88,,Jun 2022,500247,9164,1191,13%,2.27%,0.69%
153,,9391,,,7519,3374,0,4747,25%,3608,18.17,,Sep 2022,500247,9994,-2772,-28%,2.09%,0.60%
154,,9150,,,7319,3802,153,5224,24%,3995,20.12,,Dec 2022,500247,11011,-1941,-18%,1.91%,0.48%
155,,10346,,,8749,4230,167,5989,24%,4566,22.99,,Mar 2023,500247,11982,-2594,-22%,1.76%,0.41%
156,189073,185274,3799,2%,115,0,0,3914,26%,2893,,,Mar 2021,543526,,,,,
157,81726,152575,-70849,-87%,72432,0,0,1582,100%,3,,,Jun 2021,543526,,,,,
158,180905,181696,-791,-0%,5411,0,0,4621,69%,1434,2.27,,Sep 2021,543526,,,,,
159,174270,171233,3037,2%,392,0,0,3429,93%,235,0.37,,Dec 2021,543526,,,,,
160,211326,209220,2106,1%,208,0,0,2313,-3%,2372,3.75,,Mar 2022,543526,,,,,
161,168071,236492,-68422,-41%,70530,0,0,2108,68%,683,1.08,,Jun 2022,543526,,,,,
162,216355,285094,-68739,-32%,90114,0,0,21376,25%,15952,25.22,,Sep 2022,543526,,,,,
163,196958,193351,3607,2%,234,0,0,3841,-65%,6334,10.01,,Dec 2022,543526,,,,,
164,200179,186381,13797,7%,578,0,0,14375,7%,13428,21.23,,Mar 2023,543526,,,,,
165,44245,37189,7057,16%,793,2756,711,4382,22%,3562,22.77,,Mar 2020,500510,,,,,
166,21260,17536,3724,18%,961,3160,672,853,24%,544,2.16,,Jun 2020,500510,,,,,
167,31035,25715,5320,17%,4973,3027,713,6552,10%,5824,39.32,,Sep 2020,500510,,,,,
168,35596,29531,6066,17%,1274,2748,702,3890,27%,2858,17.57,,Dec 2020,500510,,,,,
169,48088,40007,8081,17%,1028,2670,817,5623,37%,3696,23.44,,Mar 2021,500510,,,,,
170,29335,26163,3171,11%,648,827,717,2275,32%,1532,8.36,,Jun 2021,500510,,,,,
171,34773,30778,3995,11%,629,779,729,3116,28%,2232,12.95,,Sep 2021,500510,,,,,
172,39563,33581,5982,15%,571,2267,732,3554,30%,2517,14.63,,Dec 2021,500510,,,,,
173,52851,44892,7959,15%,516,2147,769,5558,28%,4138,25.77,,Mar 2022,500510,,,,,
174,35853,31897,3957,11%,695,756,963,2932,22%,2228,12.11,,Jun 2022,500510,,,,,
175,42763,36400,6362,15%,739,2304,860,3937,28%,2785,15.86,,Sep 2022,500510,,,,,
176,46390,39736,6653,14%,891,2383,825,4336,29%,3058,18.17,,Dec 2022,500510,,,,,
177,58335,49981,8354,14%,741,2334,854,5907,25%,4459,28.37,,Mar 2023,500510,,,,,
178,18587,13729,4858,26%,147,124,996,3885,18%,3172,11.69,,Mar 2020,532281,,,,,
179,17842,13085,4757,27%,295,125,1065,3862,24%,2935,10.80,,Jun 2020,532281,,,,,
180,18594,13476,5118,28%,199,80,1092,4145,24%,3146,11.58,,Sep 2020,532281,,,,,
181,19302,13678,5624,29%,189,147,1187,4479,11%,3977,14.63,,Dec 2020,532281,,,,,
182,19641,15092,4549,23%,244,159,1267,3367,67%,1111,4.06,,Mar 2021,532281,,,,,
183,20068,15006,5062,25%,255,89,1128,4100,22%,3213,11.81,,Jun 2021,532281,,,,,
184,20655,15633,5022,24%,240,83,1078,4101,20%,3263,12.01,,Sep 2021,532281,,,,,
185,22331,16938,5393,24%,255,82,1136,4430,22%,3448,12.68,,Dec 2021,532281,,,,,
186,22597,17545,5052,22%,317,65,984,4320,17%,3599,13.24,,Mar 2022,532281,,,,,
187,23464,18489,4975,21%,409,64,983,4337,24%,3281,12.10,,Jun 2022,532281,,,,,
188,24686,19261,5425,22%,236,79,998,4584,24%,3487,12.86,,Sep 2022,532281,,,,,
189,26700,20335,6365,24%,260,116,1137,5372,24%,4096,15.09,,Dec 2022,532281,,,,,
190,26606,20743,5863,22%,453,94,1027,5195,23%,3981,14.68,,Mar 2023,532281,,,,,
191,4636,3776,860,19%,60,26,194,699,31%,480,4.82,,Mar 2020,500820,,,,,
192,2923,2453,470,16%,47,20,191,306,28%,220,2.28,,Jun 2020,500820,,,,,
193,5350,4085,1265,24%,94,21,194,1146,26%,852,8.66,,Sep 2020,500820,,,,,
194,6788,5001,1788,26%,123,21,193,1697,25%,1265,12.91,,Dec 2020,500820,,,,,
195,6651,5333,1318,20%,81,30,213,1156,25%,870,8.88,,Mar 2021,500820,,,,,
196,5585,4674,911,16%,90,21,201,779,26%,574,5.93,,Jun 2021,500820,,,,,
197,7096,6192,904,13%,148,24,203,826,27%,605,6.21,,Sep 2021,500820,,,,,
198,8527,6985,1542,18%,87,27,208,1394,26%,1031,10.59,,Dec 2021,500820,,,,,
199,7893,6449,1443,18%,-26,23,205,1189,26%,874,8.87,,Mar 2022,500820,,,,,
200,8607,7051,1556,18%,88,29,208,1407,26%,1036,10.60,,Jun 2022,500820,,,,,
201,8458,7230,1228,15%,118,35,216,1094,27%,804,8.16,,Sep 2022,500820,,,,,
202,8637,7025,1611,19%,122,41,214,1478,26%,1097,11.18,,Dec 2022,500820,,,,,
203,8787,6923,1865,21%,104,39,220,1710,26%,1258,12.87,,Mar 2023,500820,,,,,
204,,12986,,,4283,9557,0,-1758,29%,-1250,-4.47,,Mar 2020,532215,16503,-6041,-37%,,
205,,8320,,,2663,9590,0,1458,24%,1108,3.90,,Jun 2020,532215,16706,-1204,-7%,,
206,,8796,,,3909,8781,0,2550,27%,1849,6.00,,Sep 2020,532215,16218,-1359,-8%,,
207,,9028,,,3307,8179,0,1784,25%,1335,4.30,,Dec 2020,532215,15684,-1522,-10%,,
208,,7816,,,4060,8077,0,3957,25%,2960,9.60,,Mar 2021,532215,15790,-103,-1%,,
209,,8504,,,3754,8367,0,3184,25%,2374,7.69,,Jun 2021,532215,16302,-570,-4%,,
210,,7827,,,4284,8598,0,4542,26%,3406,11.05,,Sep 2021,532215,16683,258,2%,,
211,,7994,,,4438,8795,0,5301,25%,3983,12.90,,Dec 2021,532215,17653,864,5%,,
212,,7936,,,4792,9162,0,5903,25%,4444,14.39,,Mar 2022,532215,18209,1111,6%,,
213,,7239,,,3493,9565,0,5883,25%,4402,14.26,,Jun 2022,532215,19193,2390,12%,,
214,,7536,,,4476,10150,0,7573,26%,5636,18.27,,Sep 2022,532215,20783,3097,15%,,
215,,8671,,,5241,11094,0,8319,25%,6215,20.12,,Dec 2022,532215,22843,3078,13%,,
216,,8209,,,-6994,12580,0,-3153,-70%,-5334,-17.43,,Mar 2023,532215,24630,3840,16%,,
217,13429,13051,378,3%,269,520,141,-14,239%,97,0.56,,Mar 2020,512599,,,,,
218,5265,5201,64,1%,237,313,125,-138,-8%,-66,0.27,,Jun 2020,512599,,,,,
219,9126,8361,765,8%,186,304,124,524,24%,436,3.29,,Sep 2020,512599,,,,,
220,11620,10848,772,7%,88,323,132,404,29%,343,2.70,,Dec 2020,512599,,,,,
221,13525,12621,904,7%,-16,436,156,296,29%,333,2.13,,Mar 2021,512599,,,,,
222,12579,11782,796,6%,152,443,126,380,48%,266,2.47,,Jun 2021,512599,,,,,
223,13218,12335,883,7%,379,754,320,189,35%,195,1.93,,Sep 2021,512599,,,,,
224,18758,17986,772,4%,206,708,354,-84,-16%,2,-0.11,,Dec 2021,512599,,,,,
225,24866,23603,1262,5%,276,622,449,468,46%,326,2.77,,Mar 2022,512599,,,,,
226,40844,39102,1742,4%,222,915,417,632,35%,469,4.12,,Jun 2022,512599,,,,,
227,38175,36306,1869,5%,266,934,531,670,35%,432,4.04,,Sep 2022,512599,,,,,
228,26612,24983,1629,6%,339,596,592,780,18%,740,7.19,,Dec 2022,512599,,,,,
229,31346,27759,3587,11%,1,1525,895,1168,38%,781,6.34,,Mar 2023,512599,,,,,
230,18208,16660,1548,8%,923,29,824,1619,18%,1322,43.77,,Mar 2020,532500,,,,,
231,4111,4997,-886,-22%,1318,18,784,-370,27%,-268,-8.84,,Jun 2020,532500,,,,,
232,18756,16819,1936,10%,650,23,766,1797,21%,1420,46.99,,Sep 2020,532500,,,,,
233,23471,21244,2228,9%,1054,29,742,2510,20%,1997,66.10,,Dec 2020,532500,,,,,
234,24034,22040,1995,8%,163,33,742,1384,10%,1241,41.09,,Mar 2021,532500,,,,,
235,17776,16958,819,5%,544,22,744,596,20%,475,15.72,,Jun 2021,532500,,,,,
236,20551,19694,857,4%,532,23,757,610,20%,487,16.12,,Sep 2021,532500,,,,,
237,23253,21691,1562,7%,355,25,641,1252,17%,1042,34.49,,Dec 2021,532500,,,,,
238,26749,24320,2429,9%,514,56,648,2239,16%,1876,62.10,,Mar 2022,532500,,,,,
239,26512,24597,1915,7%,112,28,652,1347,23%,1036,34.30,,Jun 2022,532500,,,,,
240,29942,27172,2771,9%,662,31,723,2679,21%,2112,69.93,,Sep 2022,532500,,,,,
241,29058,26220,2837,10%,897,30,711,2994,20%,2392,79.17,,Dec 2022,532500,,,,,
242,32060,28708,3352,10%,791,99,740,3304,19%,2671,88.41,,Mar 2023,532500,,,,,
243,4712,4099,612,13%,42,43,102,509,33%,343,3.90,,Mar 2020,500114,,,,,
244,1979,2236,-257,-13%,41,52,93,-361,18%,-297,-3.28,,Jun 2020,500114,,,,,
245,4553,4241,312,7%,48,49,94,217,20%,173,1.97,,Sep 2020,500114,,,,,
246,7619,6771,848,11%,40,51,96,741,28%,530,5.91,,Dec 2020,500114,,,,,
247,7494,6677,817,11%,57,51,93,730,22%,568,6.35,,Mar 2021,500114,,,,,
248,3473,3336,137,4%,46,49,95,39,54%,18,0.23,,Jun 2021,500114,,,,,
249,7493,6525,968,13%,55,51,104,868,26%,641,7.20,,Sep 2021,500114,,,,,
250,10037,8595,1442,14%,57,57,98,1344,25%,1012,11.31,,Dec 2021,500114,,,,,
251,7796,7002,794,10%,22,61,102,653,19%,527,5.74,,Mar 2022,500114,,,,,
252,9443,8247,1196,13%,44,65,103,1072,26%,790,8.84,,Jun 2022,500114,,,,,
253,9163,7916,1247,14%,61,60,106,1142,27%,835,9.36,,Sep 2022,500114,,,,,
254,11609,10262,1347,12%,90,79,113,1245,27%,913,10.18,,Dec 2022,500114,,,,,
255,10360,9271,1089,11%,114,96,119,988,26%,736,8.22,,Mar 2023,500114,,,,,
256,8185,6822,1363,17%,-158,52,575,577,14%,493,1.67,,Mar 2020,524715,,,,,
257,7585,5742,1844,24%,-3480,52,496,-2184,-11%,-2426,-6.90,,Jun 2020,524715,,,,,
258,8553,6360,2193,26%,544,33,499,2205,12%,1943,7.56,,Sep 2020,524715,,,,,
259,8837,6431,2406,27%,315,26,532,2163,11%,1913,7.72,,Dec 2020,524715,,,,,
260,8523,6475,2048,24%,-562,30,553,903,6%,842,3.73,,Mar 2021,524715,,,,,
261,9719,6898,2821,29%,-479,35,503,1804,22%,1404,6.02,,Jun 2021,524715,,,,,
262,9626,6996,2630,27%,223,36,530,2287,9%,2086,8.53,,Sep 2021,524715,,,,,
263,9863,7257,2606,26%,433,19,554,2466,14%,2126,8.58,,Dec 2021,524715,,,,,
264,9447,7106,2340,25%,-3822,37,556,-2076,-7%,-2227,-9.49,,Mar 2022,524715,,,,,
265,10762,7877,2884,27%,2,14,588,2285,8%,2093,8.59,,Jun 2022,524715,,,,,
266,10952,7996,2957,27%,85,19,610,2412,6%,2256,9.43,,Sep 2022,524715,,,,,
267,11241,8237,3004,27%,174,46,660,2471,11%,2181,9.03,,Dec 2022,524715,,,,,
268,10931,8129,2802,26%,202,93,672,2240,10%,1983,8.27,,Mar 2023,524715,,,,,
269,13294,9823,3471,26%,1,2552,127,793,32%,540,1.22,,Mar 2020,532978,,,,,
270,14190,9103,5087,36%,2,2395,125,2568,25%,1922,7.64,,Jun 2020,532978,,,,,
